Season,Date,Visitor/Neutral,V_PTS,Home/Neutral,H_PTS,OT?
16/17,Sun Oct 30 2016,WAS,103,MEM,112,OT
15/16,Sun Apr 3 2016,CHO,103,CLE,112,N/A
14/15,Fri Nov 7 2014,MIN,103,ORL,112,OT
13/14,Sat Mar 22 2014,DET,103,LAC,112,N/A
13/14,Tue Dec 3 2013,TOR,103,GSW,112,N/A
16/17,Mon Dec 26 2016,MEM,102,ORL,112,N/A
12/13,Mon Apr 1 2013,POR,102,UTA,112,N/A
17/18,Sun Apr 8 2018,ORL,101,TOR,112,N/A
16/17,Fri Mar 3 2017,LAC,101,MIL,112,N/A
16/17,Mon Dec 12 2016,WAS,101,MIA,112,N/A
16/17,Wed Apr 5 2017,DAL,101,LAC,112,N/A
15/16,Thu Apr 7 2016,SAS,101,GSW,112,N/A
14/15,Thu Jan 15 2015,OKC,101,HOU,112,N/A
13/14,Sat Nov 23 2013,MIN,101,HOU,112,N/A
13/14,Tue Jan 7 2014,OKC,101,UTA,112,N/A
13/14,Tue Mar 11 2014,MIL,101,MIN,112,N/A
12/13,Sat Mar 16 2013,DET,101,POR,112,N/A
16/17,Sat Mar 11 2017,PHI,100,LAC,112,N/A
16/17,Sat Mar 25 2017,MIN,100,POR,112,N/A
16/17,Sun Dec 25 2016,MIN,100,OKC,112,N/A
15/16,Mon Jan 18 2016,BRK,100,TOR,112,N/A
14/15,Sun Jan 25 2015,MIN,100,ATL,112,N/A
13/14,Sun Feb 9 2014,NYK,100,OKC,112,N/A
12/13,Tue Dec 25 2012,DEN,100,LAC,112,N/A
17/18,Sat Nov 4 2017,DAL,99,MIN,112,N/A
17/18,Sun Nov 12 2017,DAL,99,OKC,112,N/A
17/18,Wed Nov 8 2017,NYK,99,ORL,112,N/A
15/16,Fri Apr 8 2016,WAS,99,DET,112,N/A
13/14,Mon Dec 23 2013,TOR,99,SAS,112,N/A
17/18,Sat Feb 10 2018,LAC,98,PHI,112,N/A
15/16,Mon Nov 30 2015,DAL,98,SAC,112,N/A
13/14,Sat Mar 1 2014,ORL,98,MIA,112,N/A
13/14,Wed Feb 5 2014,DET,98,ORL,112,N/A
17/18,Thu Dec 14 2017,DAL,97,GSW,112,N/A
16/17,Fri Mar 3 2017,BRK,97,UTA,112,N/A
16/17,Sat Nov 5 2016,HOU,97,ATL,112,N/A
16/17,Tue Mar 21 2017,PHX,97,MIA,112,N/A
15/16,Mon Feb 1 2016,DAL,97,ATL,112,N/A
15/16,Tue Jan 26 2016,SAC,97,POR,112,N/A
13/14,Mon Dec 9 2013,DAL,97,SAC,112,N/A
16/17,Fri Jan 20 2017,MIL,96,ORL,112,N/A
15/16,Sun Dec 27 2015,LAL,96,MEM,112,N/A
14/15,Fri Jan 2 2015,PHI,96,PHX,112,N/A
14/15,Fri Mar 20 2015,NOP,96,GSW,112,N/A
17/18,Sun Nov 5 2017,PHX,95,SAS,112,N/A
16/17,Sat Feb 25 2017,BRK,95,GSW,112,N/A
16/17,Sun Mar 19 2017,PHX,95,DET,112,N/A
15/16,Mon Dec 14 2015,WAS,95,MEM,112,N/A
15/16,Sun Mar 6 2016,GSW,95,LAL,112,N/A
15/16,Wed Oct 28 2015,PHI,95,BOS,112,N/A
17/18,Sun Nov 5 2017,CHO,94,MIN,112,N/A
17/18,Wed Dec 20 2017,ORL,94,CHI,112,N/A
16/17,Wed Apr 12 2017,MIL,94,BOS,112,N/A
15/16,Sun Jan 24 2016,LAC,94,TOR,112,N/A
15/16,Wed Jan 6 2016,MEM,94,OKC,112,N/A
15/16,Wed Oct 28 2015,NOP,94,POR,112,N/A
14/15,Fri Jan 9 2015,CLE,94,GSW,112,N/A
17/18,Tue Feb 6 2018,PHX,93,LAL,112,N/A
15/16,Mon Feb 1 2016,TOR,93,DEN,112,N/A
13/14,Mon Nov 25 2013,NOP,93,SAS,112,N/A
16/17,Mon Dec 12 2016,DEN,92,DAL,112,N/A
16/17,Sat Mar 11 2017,NYK,92,DET,112,N/A
16/17,Sat Nov 5 2016,MIN,92,OKC,112,N/A
13/14,Sun Apr 6 2014,MEM,92,SAS,112,N/A
12/13,Sun Mar 31 2013,CLE,92,NOH,112,N/A
13/14,Sat Dec 21 2013,DEN,91,LAC,112,N/A
13/14,Wed Jan 8 2014,DET,91,TOR,112,N/A
12/13,Mon Feb 4 2013,DAL,91,OKC,112,N/A
17/18,Mon Mar 5 2018,DET,90,CLE,112,N/A
13/14,Wed Jan 8 2014,DAL,90,SAS,112,N/A
12/13,Wed Dec 5 2012,DAL,90,LAC,112,N/A
14/15,Sun Apr 5 2015,MIA,89,IND,112,N/A
15/16,Wed Mar 23 2016,MIA,88,SAS,112,N/A
14/15,Sun Dec 14 2014,PHX,88,OKC,112,N/A
13/14,Fri Mar 28 2014,NYK,88,PHX,112,N/A
12/13,Wed Mar 13 2013,TOR,88,BOS,112,N/A
17/18,Fri Mar 9 2018,ATL,87,IND,112,N/A
14/15,Sat Nov 15 2014,CHO,87,GSW,112,N/A
13/14,Fri Mar 7 2014,IND,86,HOU,112,N/A
14/15,Thu Dec 4 2014,NOP,85,GSW,112,N/A
14/15,Wed Mar 4 2015,SAC,85,SAS,112,N/A
13/14,Wed Jan 1 2014,CHA,85,LAC,112,N/A
15/16,Sun Jan 17 2016,DAL,83,SAS,112,N/A
17/18,Sat Feb 24 2018,OKC,80,GSW,112,N/A
17/18,Sat Jan 13 2018,DEN,80,SAS,112,N/A
16/17,Mon Nov 7 2016,ORL,80,CHI,112,N/A
16/17,Sat Feb 11 2017,ORL,80,DAL,112,N/A
15/16,Mon Apr 11 2016,LAL,79,OKC,112,N/A
15/16,Wed Dec 30 2015,PHX,79,SAS,112,N/A
16/17,Wed Apr 12 2017,BRK,73,CHI,112,N/A
17/18,Tue Jan 2 2018,CHO,131,SAC,111,N/A
17/18,Wed Dec 20 2017,TOR,129,CHO,111,N/A
13/14,Sat Jan 18 2014,POR,127,DAL,111,N/A
17/18,Mon Feb 26 2018,GSW,125,NYK,111,N/A
17/18,Thu Mar 8 2018,BRK,125,CHO,111,N/A
16/17,Wed Dec 21 2016,HOU,125,PHX,111,N/A
15/16,Sat Mar 12 2016,DET,125,PHI,111,N/A
17/18,Sun Oct 29 2017,DEN,124,BRK,111,N/A
14/15,Sat Mar 21 2015,BRK,123,IND,111,N/A
17/18,Sat Feb 3 2018,UTA,120,SAS,111,N/A
16/17,Mon Apr 10 2017,IND,120,PHI,111,N/A
16/17,Thu Feb 9 2017,BOS,120,POR,111,N/A
16/17,Wed Apr 5 2017,GSW,120,PHX,111,N/A
15/16,Mon Apr 11 2016,WAS,120,BRK,111,N/A
15/16,Wed Mar 9 2016,CLE,120,SAC,111,N/A
17/18,Fri Dec 8 2017,CHI,119,CHO,111,OT
17/18,Thu Apr 5 2018,BRK,119,MIL,111,N/A
16/17,Mon Mar 6 2017,GSW,119,ATL,111,N/A
17/18,Sun Nov 19 2017,GSW,118,BRK,111,N/A
15/16,Sun Feb 21 2016,SAS,118,PHX,111,N/A
14/15,Fri Oct 31 2014,LAC,118,LAL,111,N/A
14/15,Sun Mar 15 2015,DEN,118,NOP,111,2OT
13/14,Sat Mar 22 2014,HOU,118,CLE,111,N/A
17/18,Sat Dec 30 2017,MIA,117,ORL,111,N/A
17/18,Wed Oct 18 2017,ATL,117,DAL,111,N/A
14/15,Fri Dec 26 2014,HOU,117,MEM,111,OT
12/13,Tue Dec 4 2012,OKC,117,BRK,111,N/A
17/18,Tue Mar 13 2018,MIN,116,WAS,111,N/A
16/17,Fri Jan 6 2017,NYK,116,MIL,111,N/A
15/16,Sun Nov 29 2015,HOU,116,NYK,111,OT
13/14,Fri Jan 24 2014,IND,116,SAC,111,OT
17/18,Tue Mar 20 2018,HOU,115,POR,111,N/A
17/18,Wed Jan 10 2018,DAL,115,CHO,111,N/A
16/17,Sun Nov 20 2016,IND,115,OKC,111,OT
15/16,Fri Feb 19 2016,MIA,115,ATL,111,N/A
15/16,Sat Mar 19 2016,OKC,115,IND,111,N/A
15/16,Thu Jan 14 2016,CHI,115,PHI,111,OT
14/15,Tue Dec 23 2014,POR,115,OKC,111,OT
14/15,Wed Dec 17 2014,HOU,115,DEN,111,OT
13/14,Sat Jan 4 2014,OKC,115,MIN,111,N/A
16/17,Sat Nov 19 2016,MIA,114,WAS,111,N/A
15/16,Sat Dec 12 2015,WAS,114,DAL,111,N/A
14/15,Mon Jan 12 2015,DET,114,TOR,111,N/A
14/15,Wed Apr 8 2015,ATL,114,BRK,111,N/A
16/17,Fri Nov 11 2016,TOR,113,CHO,111,N/A
16/17,Fri Nov 18 2016,TOR,113,DEN,111,OT
16/17,Sun Jan 29 2017,GSW,113,POR,111,N/A
14/15,Fri Jan 23 2015,HOU,113,PHX,111,N/A
14/15,Mon Mar 30 2015,LAL,113,PHI,111,OT
14/15,Tue Jan 27 2015,CHI,113,GSW,111,OT
14/15,Wed Jan 7 2015,PHX,113,MIN,111,N/A
13/14,Wed Jan 22 2014,BOS,113,WAS,111,OT
12/13,Fri Nov 30 2012,CLE,113,ATL,111,N/A
17/18,Mon Dec 18 2017,BOS,112,IND,111,N/A
16/17,Fri Nov 4 2016,PHX,112,NOP,111,OT
16/17,Thu Feb 9 2017,PHI,112,ORL,111,N/A
16/17,Tue Jan 24 2017,MIN,112,PHX,111,N/A
15/16,Mon Jan 25 2016,HOU,112,NOP,111,N/A
15/16,Wed Oct 28 2015,MIN,112,LAL,111,N/A
12/13,Mon Apr 15 2013,DEN,112,MIL,111,N/A
17/18,Sun Jan 7 2018,SAS,110,POR,111,N/A
17/18,Thu Nov 30 2017,CHI,110,DEN,111,N/A
14/15,Thu Nov 13 2014,SAC,110,MEM,111,N/A
13/14,Mon Dec 23 2013,MIL,110,CHA,111,OT
16/17,Tue Nov 22 2016,OKC,109,LAL,111,N/A
15/16,Fri Nov 13 2015,BRK,109,SAC,111,N/A
14/15,Fri Feb 20 2015,PHX,109,MIN,111,N/A
13/14,Mon Jan 27 2014,ATL,109,OKC,111,N/A
16/17,Sun Jan 22 2017,DEN,108,MIN,111,N/A
15/16,Fri Dec 11 2015,MIN,108,DEN,111,OT
15/16,Sat Jan 2 2016,DEN,108,GSW,111,OT
14/15,Tue Dec 2 2014,MIL,108,CLE,111,N/A
13/14,Fri Jan 3 2014,MEM,108,DEN,111,N/A
13/14,Fri Nov 1 2013,DET,108,MEM,111,OT
12/13,Fri Nov 23 2012,NOH,108,PHX,111,OT
17/18,Fri Dec 1 2017,MIN,107,OKC,111,N/A
17/18,Sat Feb 3 2018,MIA,107,DET,111,N/A
17/18,Sun Dec 10 2017,ATL,107,NYK,111,N/A
16/17,Tue Feb 7 2017,BRK,107,CHO,111,N/A
15/16,Sat Jan 30 2016,DET,107,TOR,111,N/A
15/16,Tue Mar 22 2016,HOU,107,OKC,111,N/A
14/15,Mon Apr 13 2015,MEM,107,GSW,111,N/A
14/15,Thu Mar 26 2015,IND,107,MIL,111,N/A
13/14,Fri Apr 4 2014,OKC,107,HOU,111,N/A
13/14,Sun Mar 9 2014,DEN,107,NOP,111,OT
12/13,Fri Feb 22 2013,POR,107,LAL,111,N/A
12/13,Sat Dec 29 2012,PHX,107,MIN,111,N/A
17/18,Sat Dec 23 2017,MIL,106,CHO,111,N/A
17/18,Sun Feb 11 2018,SAC,106,MIN,111,N/A
16/17,Mon Feb 6 2017,PHX,106,NOP,111,N/A
15/16,Sat Feb 27 2016,MEM,106,PHX,111,N/A
14/15,Sat Dec 13 2014,LAC,106,MIL,111,N/A
14/15,Tue Mar 31 2015,IND,106,BRK,111,N/A
13/14,Sat Dec 14 2013,ATL,106,NYK,111,N/A
13/14,Wed Dec 11 2013,DET,106,NOP,111,OT
12/13,Tue Jan 29 2013,NOH,106,LAL,111,N/A
16/17,Fri Dec 2 2016,CLE,105,CHI,111,N/A
16/17,Mon Jan 30 2017,ORL,105,MIN,111,OT
16/17,Wed Dec 28 2016,IND,105,WAS,111,N/A
15/16,Thu Feb 4 2016,NYK,105,DET,111,N/A
13/14,Sat Apr 12 2014,PHI,105,CHA,111,N/A
13/14,Wed Jan 8 2014,BOS,105,LAC,111,N/A
13/14,Wed Nov 13 2013,NOP,105,UTA,111,N/A
12/13,Thu Dec 27 2012,DAL,105,OKC,111,OT
17/18,Fri Apr 6 2018,CHI,104,BOS,111,N/A
17/18,Fri Nov 10 2017,ATL,104,DET,111,N/A
17/18,Mon Dec 11 2017,POR,104,GSW,111,N/A
17/18,Sat Jan 20 2018,MEM,104,NOP,111,N/A
17/18,Wed Jan 3 2018,DET,104,MIA,111,N/A
16/17,Mon Dec 26 2016,DAL,104,NOP,111,N/A
16/17,Sat Oct 29 2016,MEM,104,NYK,111,N/A
15/16,Mon Feb 1 2016,MIL,104,SAC,111,N/A
14/15,Fri Mar 20 2015,POR,104,ORL,111,N/A
13/14,Sat Apr 12 2014,NOP,104,HOU,111,N/A
13/14,Thu Dec 12 2013,HOU,104,POR,111,N/A
13/14,Wed Dec 4 2013,OKC,104,POR,111,N/A
17/18,Sat Nov 11 2017,LAC,103,NOP,111,N/A
16/17,Fri Dec 9 2016,IND,103,DAL,111,N/A
15/16,Mon Jan 11 2016,MIA,103,GSW,111,N/A
15/16,Wed Jan 27 2016,DEN,103,BOS,111,N/A
14/15,Wed Feb 11 2015,SAC,103,MIL,111,N/A
13/14,Wed Nov 13 2013,OKC,103,LAC,111,N/A
12/13,Mon Apr 1 2013,ORL,103,HOU,111,N/A
16/17,Sat Nov 19 2016,UTA,102,HOU,111,N/A
16/17,Sun Dec 25 2016,LAC,102,LAL,111,N/A
15/16,Wed Jan 6 2016,CHO,102,PHX,111,N/A
12/13,Fri Mar 29 2013,CHA,102,NYK,111,N/A
17/18,Sat Oct 21 2017,GSW,101,MEM,111,N/A
16/17,Fri Dec 30 2016,CHI,101,IND,111,N/A
15/16,Mon Jan 4 2016,CHO,101,GSW,111,N/A
15/16,Sun Nov 22 2015,BOS,101,BRK,111,N/A
14/15,Sat Feb 7 2015,POR,101,DAL,111,OT
12/13,Mon Feb 4 2013,CHI,101,IND,111,N/A
17/18,Mon Dec 4 2017,MIL,100,BOS,111,N/A
16/17,Fri Mar 31 2017,IND,100,TOR,111,N/A
14/15,Fri Feb 20 2015,HOU,100,DAL,111,N/A
13/14,Sat Nov 2 2013,MEM,99,DAL,111,N/A
13/14,Wed Nov 13 2013,LAL,99,DEN,111,N/A
17/18,Fri Dec 29 2017,ATL,98,TOR,111,N/A
16/17,Sun Jan 15 2017,MIL,98,ATL,111,N/A
15/16,Fri Apr 8 2016,IND,98,TOR,111,N/A
13/14,Wed Mar 12 2014,GSW,98,LAC,111,N/A
17/18,Sat Jan 27 2018,BRK,97,MIN,111,N/A
15/16,Sun Jan 3 2016,ATL,97,NYK,111,N/A
13/14,Fri Mar 7 2014,ATL,97,GSW,111,N/A
17/18,Sat Dec 16 2017,OKC,96,NYK,111,N/A
17/18,Sat Nov 11 2017,MEM,96,HOU,111,N/A
17/18,Thu Feb 22 2018,BRK,96,CHO,111,N/A
12/13,Wed Feb 20 2013,ORL,96,DAL,111,N/A
17/18,Thu Nov 9 2017,LAL,95,WAS,111,N/A
17/18,Tue Jan 30 2018,BRK,95,NYK,111,N/A
16/17,Sun Jan 8 2017,ORL,95,LAL,111,N/A
15/16,Tue Oct 27 2015,NOP,95,GSW,111,N/A
14/15,Wed Dec 3 2014,LAL,95,WAS,111,N/A
14/15,Wed Feb 25 2015,SAS,95,POR,111,N/A
13/14,Fri Feb 7 2014,BRK,95,DET,111,N/A
12/13,Wed Apr 10 2013,MIN,95,LAC,111,N/A
16/17,Sat Nov 5 2016,CHI,94,IND,111,N/A
15/16,Fri Feb 19 2016,BOS,93,UTA,111,N/A
14/15,Sat Nov 15 2014,UTA,93,TOR,111,N/A
13/14,Tue Jan 7 2014,PHI,93,CLE,111,N/A
16/17,Wed Jan 18 2017,MIL,92,HOU,111,N/A
15/16,Sat Mar 26 2016,SAS,92,OKC,111,N/A
15/16,Thu Jan 28 2016,ATL,92,IND,111,N/A
13/14,Thu Jan 30 2014,LAC,92,GSW,111,N/A
17/18,Mon Feb 5 2018,POR,91,DET,111,N/A
17/18,Tue Feb 6 2018,BOS,91,TOR,111,N/A
15/16,Sun Dec 6 2015,LAL,91,DET,111,N/A
15/16,Wed Feb 24 2016,PHI,91,DET,111,N/A
15/16,Fri Nov 27 2015,NOP,90,LAC,111,N/A
13/14,Wed Apr 2 2014,GSW,90,SAS,111,N/A
15/16,Sat Mar 26 2016,CHI,89,ORL,111,N/A
13/14,Sat Mar 8 2014,CHA,89,MEM,111,N/A
12/13,Fri Feb 8 2013,LAC,89,MIA,111,N/A
16/17,Wed Feb 15 2017,POR,88,UTA,111,N/A
12/13,Sat Mar 9 2013,MIN,88,DEN,111,N/A
17/18,Tue Mar 6 2018,NYK,87,POR,111,N/A
13/14,Thu Mar 13 2014,HOU,87,CHI,111,N/A
13/14,Thu Mar 6 2014,MIA,87,SAS,111,N/A
14/15,Fri Jan 2 2015,HOU,83,NOP,111,N/A
13/14,Fri Nov 22 2013,BRK,81,MIN,111,N/A
12/13,Wed Mar 13 2013,PHX,81,HOU,111,N/A
16/17,Wed Nov 9 2016,POR,80,LAC,111,N/A
14/15,Sat Mar 28 2015,NYK,80,CHI,111,N/A
17/18,Sat Nov 18 2017,MIL,79,DAL,111,N/A
15/16,Fri Nov 27 2015,WAS,78,BOS,111,N/A
15/16,Tue Nov 24 2015,LAL,77,GSW,111,N/A
14/15,Mon Jan 19 2015,PHI,76,WAS,111,N/A
13/14,Mon Feb 24 2014,MIL,130,PHI,110,N/A
17/18,Fri Jan 5 2018,TOR,129,MIL,110,N/A
16/17,Fri Dec 2 2016,HOU,128,DEN,110,N/A
13/14,Thu Jan 16 2014,BRK,127,ATL,110,N/A
17/18,Sun Dec 31 2017,PHI,123,PHX,110,N/A
17/18,Wed Jan 31 2018,CHO,123,ATL,110,N/A
14/15,Sat Apr 4 2015,GSW,123,DAL,110,N/A
13/14,Mon Feb 24 2014,LAC,123,NOP,110,N/A
16/17,Thu Mar 9 2017,LAL,122,PHX,110,N/A
16/17,Thu Mar 16 2017,BRK,121,NYK,110,N/A
16/17,Wed Dec 21 2016,OKC,121,NOP,110,N/A
13/14,Fri Nov 8 2013,OKC,119,DET,110,N/A
17/18,Thu Mar 15 2018,PHI,118,NYK,110,N/A
16/17,Sun Nov 20 2016,CHI,118,LAL,110,N/A
13/14,Sun Nov 17 2013,POR,118,TOR,110,OT
12/13,Fri Mar 1 2013,HOU,118,ORL,110,N/A
16/17,Sun Apr 2 2017,CHI,117,NOP,110,N/A
15/16,Mon Feb 8 2016,ORL,117,ATL,110,OT
15/16,Sat Oct 31 2015,NYK,117,WAS,110,N/A
13/14,Sat Feb 8 2014,POR,117,MIN,110,N/A
13/14,Wed Nov 27 2013,DEN,117,MIN,110,N/A
12/13,Sun Dec 9 2012,UTA,117,LAL,110,N/A
12/13,Wed Jan 2 2013,SAS,117,MIL,110,N/A
12/13,Wed Nov 7 2012,PHX,117,CHA,110,N/A
15/16,Fri Nov 6 2015,HOU,116,SAC,110,N/A
12/13,Sun Nov 25 2012,BOS,116,ORL,110,OT
17/18,Sun Feb 4 2018,CHO,115,PHX,110,N/A
14/15,Mon Feb 23 2015,BOS,115,PHX,110,N/A
16/17,Fri Dec 9 2016,ATL,114,MIL,110,N/A
16/17,Wed Feb 8 2017,WAS,114,BRK,110,OT
15/16,Sat Feb 6 2016,DAL,114,MEM,110,OT
15/16,Thu Dec 31 2015,GSW,114,HOU,110,N/A
15/16,Tue Feb 23 2016,SAC,114,DEN,110,N/A
15/16,Wed Feb 10 2016,SAC,114,PHI,110,N/A
12/13,Sat Nov 3 2012,GSW,114,LAC,110,N/A
16/17,Thu Jan 19 2017,WAS,113,NYK,110,N/A
12/13,Mon Nov 12 2012,MIA,113,HOU,110,N/A
17/18,Sat Oct 28 2017,PHI,112,DAL,110,N/A
16/17,Mon Dec 5 2016,POR,112,CHI,110,N/A
15/16,Sat Dec 12 2015,NYK,112,POR,110,N/A
15/16,Sat Feb 27 2016,MIN,112,NOP,110,N/A
15/16,Wed Apr 13 2016,DET,112,CLE,110,OT
14/15,Fri Dec 12 2014,LAL,112,SAS,110,OT
13/14,Mon Mar 10 2014,ATL,112,UTA,110,N/A
12/13,Mon Dec 31 2012,MIA,112,ORL,110,OT
17/18,Mon Jan 29 2018,BOS,111,DEN,110,N/A
17/18,Thu Mar 15 2018,CHI,111,MEM,110,N/A
17/18,Wed Feb 28 2018,OKC,111,DAL,110,OT
16/17,Thu Dec 1 2016,MIA,111,UTA,110,N/A
13/14,Sat Nov 9 2013,BOS,111,MIA,110,N/A
13/14,Wed Feb 12 2014,MIA,111,GSW,110,N/A
16/17,Mon Apr 3 2017,POR,109,MIN,110,N/A
16/17,Sat Feb 25 2017,PHI,109,NYK,110,N/A
16/17,Sun Apr 9 2017,MIN,109,LAL,110,N/A
16/17,Sat Oct 29 2016,BRK,108,MIL,110,N/A
15/16,Sat Dec 26 2015,HOU,108,NOP,110,N/A
14/15,Mon Mar 2 2015,GSW,108,BRK,110,N/A
13/14,Mon Dec 30 2013,POR,108,NOP,110,N/A
13/14,Sat Jan 11 2014,PHX,108,DET,110,N/A
12/13,Sat Nov 24 2012,CLE,108,MIA,110,N/A
17/18,Thu Mar 8 2018,SAS,107,GSW,110,N/A
16/17,Fri Jan 27 2017,CHO,107,NYK,110,N/A
16/17,Tue Nov 22 2016,CHI,107,DEN,110,N/A
14/15,Fri Mar 27 2015,CHO,107,WAS,110,2OT
13/14,Sat Dec 21 2013,NOP,107,POR,110,N/A
13/14,Sat Jan 11 2014,NOP,107,DAL,110,N/A
17/18,Wed Dec 6 2017,ATL,106,ORL,110,OT
16/17,Fri Jan 6 2017,PHI,106,BOS,110,N/A
15/16,Thu Dec 31 2015,PHX,106,OKC,110,N/A
14/15,Sun Dec 28 2014,HOU,106,SAS,110,N/A
14/15,Tue Dec 30 2014,PHX,106,NOP,110,N/A
12/13,Sat Mar 23 2013,BOS,106,MEM,110,N/A
16/17,Sat Dec 10 2016,MIL,105,WAS,110,N/A
16/17,Wed Mar 8 2017,BRK,105,ATL,110,N/A
15/16,Mon Nov 2 2015,OKC,105,HOU,110,N/A
15/16,Tue Dec 8 2015,HOU,105,BRK,110,N/A
14/15,Sun Dec 21 2014,DET,105,BRK,110,N/A
14/15,Wed Feb 25 2015,LAC,105,HOU,110,N/A
13/14,Fri Mar 28 2014,CHA,105,ORL,110,OT
13/14,Thu Jan 23 2014,DEN,105,POR,110,N/A
17/18,Mon Dec 18 2017,MIA,104,ATL,110,N/A
16/17,Wed Apr 5 2017,DEN,104,HOU,110,N/A
15/16,Fri Feb 19 2016,DAL,104,ORL,110,OT
15/16,Fri Mar 25 2016,MEM,104,SAS,110,N/A
15/16,Wed Jan 13 2016,NYK,104,BRK,110,N/A
13/14,Fri Nov 15 2013,DAL,104,MIA,110,N/A
13/14,Mon Nov 11 2013,TOR,104,HOU,110,2OT
13/14,Wed Apr 16 2014,LAC,104,POR,110,N/A
12/13,Sun Feb 10 2013,POR,104,ORL,110,N/A
17/18,Mon Nov 13 2017,MEM,103,MIL,110,N/A
17/18,Wed Jan 10 2018,ORL,103,MIL,110,N/A
15/16,Wed Dec 30 2015,DEN,103,POR,110,N/A
15/16,Wed Nov 18 2015,NOP,103,OKC,110,N/A
14/15,Mon Apr 13 2015,DEN,103,LAC,110,N/A
14/15,Wed Feb 4 2015,ORL,103,SAS,110,N/A
13/14,Sat Nov 16 2013,BRK,103,LAC,110,N/A
13/14,Sun Jan 26 2014,LAL,103,NYK,110,N/A
13/14,Wed Jan 29 2014,WAS,103,LAC,110,N/A
16/17,Mon Mar 20 2017,WAS,102,BOS,110,N/A
16/17,Wed Apr 12 2017,WAS,102,MIA,110,N/A
15/16,Fri Apr 8 2016,LAL,102,NOP,110,N/A
12/13,Tue Jan 22 2013,PHI,102,MIL,110,N/A
15/16,Fri Jan 22 2016,CHI,101,BOS,110,N/A
14/15,Sat Apr 11 2015,MIN,101,GSW,110,N/A
17/18,Mon Mar 19 2018,LAL,100,IND,110,N/A
17/18,Mon Nov 13 2017,ORL,100,GSW,110,N/A
14/15,Fri Jan 30 2015,GSW,100,UTA,110,N/A
13/14,Mon Apr 14 2014,MIL,100,TOR,110,N/A
13/14,Mon Mar 17 2014,LAC,100,DEN,110,N/A
13/14,Wed Feb 5 2014,MIL,100,DEN,110,N/A
12/13,Mon Apr 1 2013,BOS,100,MIN,110,N/A
12/13,Mon Nov 12 2012,DEN,100,PHX,110,N/A
12/13,Sat Nov 3 2012,UTA,100,SAS,110,N/A
17/18,Fri Mar 2 2018,CHO,99,PHI,110,N/A
17/18,Sat Mar 31 2018,TOR,99,BOS,110,N/A
16/17,Fri Mar 3 2017,MIA,99,ORL,110,N/A
15/16,Mon Mar 28 2016,BRK,99,MIA,110,N/A
15/16,Wed Nov 25 2015,BRK,99,OKC,110,N/A
14/15,Fri Feb 20 2015,SAS,99,GSW,110,N/A
14/15,Fri Jan 16 2015,MIN,99,PHX,110,N/A
14/15,Fri Nov 7 2014,NYK,99,BRK,110,N/A
14/15,Thu Feb 26 2015,GSW,99,CLE,110,N/A
13/14,Fri Jan 3 2014,UTA,99,LAL,110,N/A
12/13,Wed Dec 5 2012,MIL,99,SAS,110,N/A
14/15,Mon Jan 19 2015,IND,98,HOU,110,N/A
14/15,Wed Apr 8 2015,HOU,98,SAS,110,N/A
14/15,Wed Jan 28 2015,BOS,98,MIN,110,N/A
13/14,Mon Feb 24 2014,BOS,98,UTA,110,N/A
17/18,Wed Apr 11 2018,BRK,97,BOS,110,N/A
16/17,Wed Mar 29 2017,IND,97,MEM,110,N/A
15/16,Wed Feb 3 2016,NOP,97,SAS,110,N/A
15/16,Wed Jan 27 2016,PHI,97,DET,110,N/A
14/15,Sat Dec 27 2014,MIN,97,GSW,110,N/A
13/14,Tue Jan 7 2014,LAL,97,DAL,110,N/A
16/17,Wed Nov 9 2016,BRK,96,NYK,110,N/A
15/16,Tue Nov 24 2015,DAL,96,MEM,110,N/A
14/15,Fri Jan 16 2015,POR,96,SAS,110,N/A
13/14,Sat Mar 1 2014,CLE,96,MEM,110,N/A
17/18,Sat Nov 25 2017,NOP,95,GSW,110,N/A
16/17,Thu Mar 23 2017,NYK,95,POR,110,N/A
14/15,Mon Dec 22 2014,POR,95,HOU,110,N/A
14/15,Wed Feb 11 2015,HOU,95,LAC,110,N/A
12/13,Sun Feb 24 2013,SAC,95,NOH,110,N/A
12/13,Sun Jan 27 2013,PHX,95,DAL,110,N/A
16/17,Fri Dec 30 2016,POR,94,SAS,110,N/A
16/17,Mon Dec 12 2016,CHO,94,IND,110,N/A
16/17,Sat Mar 18 2017,SAC,94,OKC,110,N/A
15/16,Tue Mar 8 2016,NYK,94,DEN,110,N/A
13/14,Sat Nov 16 2013,IND,94,CHI,110,N/A
13/14,Wed Jan 8 2014,ORL,94,POR,110,N/A
17/18,Wed Dec 20 2017,DET,93,DAL,110,N/A
17/18,Wed Oct 25 2017,DEN,93,CHO,110,N/A
16/17,Fri Feb 24 2017,LAL,93,OKC,110,N/A
16/17,Sat Jan 21 2017,PHI,93,ATL,110,N/A
15/16,Sat Apr 2 2016,MIA,93,POR,110,N/A
17/18,Mon Mar 19 2018,CHI,92,NYK,110,N/A
17/18,Mon Nov 13 2017,SAC,92,WAS,110,N/A
17/18,Sun Feb 11 2018,MEM,92,OKC,110,N/A
15/16,Fri Oct 30 2015,POR,92,PHX,110,N/A
16/17,Wed Feb 8 2017,PHX,91,MEM,110,N/A
15/16,Sun Nov 29 2015,BOS,91,ORL,110,N/A
14/15,Mon Dec 15 2014,LAL,91,IND,110,N/A
