Season,Date,Visitor/Neutral,V_PTS,Home/Neutral,H_PTS,OT?
14/15,Mon Mar 9 2015,NYK,78,DEN,106,N/A
17/18,Tue Nov 28 2017,DEN,77,UTA,106,N/A
12/13,Thu Dec 27 2012,BOS,77,LAC,106,N/A
14/15,Mon Nov 24 2014,ORL,74,CLE,106,N/A
13/14,Sat Dec 14 2013,POR,139,PHI,105,N/A
15/16,Mon Apr 11 2016,HOU,129,MIN,105,N/A
17/18,Tue Feb 6 2018,OKC,125,GSW,105,N/A
17/18,Fri Feb 23 2018,CHO,122,WAS,105,N/A
16/17,Sun Nov 27 2016,SAC,122,BRK,105,N/A
17/18,Sat Jan 6 2018,GSW,121,LAC,105,N/A
13/14,Fri Nov 29 2013,NOP,121,PHI,105,N/A
17/18,Wed Jan 17 2018,UTA,120,SAC,105,N/A
15/16,Sun Mar 20 2016,BOS,120,PHI,105,N/A
16/17,Sat Nov 12 2016,LAC,119,MIN,105,N/A
15/16,Mon Jan 25 2016,ATL,119,DEN,105,N/A
15/16,Thu Feb 25 2016,HOU,119,POR,105,N/A
17/18,Fri Mar 23 2018,MIL,118,CHI,105,N/A
17/18,Wed Mar 28 2018,CLE,118,CHO,105,N/A
15/16,Sun Nov 22 2015,GSW,118,DEN,105,N/A
14/15,Mon Feb 9 2015,ATL,117,MIN,105,N/A
15/16,Fri Mar 25 2016,DEN,116,LAL,105,N/A
14/15,Tue Jan 13 2015,GSW,116,UTA,105,N/A
14/15,Wed Mar 18 2015,LAC,116,SAC,105,N/A
16/17,Mon Jan 23 2017,LAC,115,ATL,105,N/A
16/17,Wed Jan 25 2017,OKC,114,NOP,105,N/A
14/15,Fri Feb 20 2015,BRK,114,LAL,105,N/A
16/17,Mon Mar 6 2017,NYK,113,ORL,105,N/A
14/15,Sat Jan 17 2015,MIN,113,DEN,105,N/A
16/17,Fri Mar 24 2017,CLE,112,CHO,105,N/A
16/17,Sun Mar 5 2017,GSW,112,NYK,105,N/A
15/16,Sat Mar 12 2016,IND,112,DAL,105,N/A
12/13,Sun Jan 6 2013,DEN,112,LAL,105,N/A
17/18,Wed Mar 21 2018,CHO,111,BRK,105,N/A
16/17,Wed Apr 12 2017,DEN,111,OKC,105,N/A
15/16,Mon Dec 28 2015,BRK,111,MIA,105,N/A
15/16,Thu Feb 4 2016,HOU,111,PHX,105,N/A
14/15,Sat Apr 11 2015,UTA,111,POR,105,N/A
13/14,Fri Mar 21 2014,NOP,111,ATL,105,N/A
13/14,Wed Jan 22 2014,OKC,111,SAS,105,N/A
12/13,Sun Jan 20 2013,DAL,111,ORL,105,N/A
17/18,Fri Jan 12 2018,BRK,110,ATL,105,N/A
16/17,Fri Jan 13 2017,MEM,110,HOU,105,N/A
16/17,Wed Nov 16 2016,SAS,110,SAC,105,N/A
15/16,Wed Dec 30 2015,PHI,110,SAC,105,N/A
14/15,Mon Mar 2 2015,LAC,110,MIN,105,N/A
14/15,Mon Nov 3 2014,SAC,110,DEN,105,N/A
17/18,Mon Nov 13 2017,PHI,109,LAC,105,N/A
16/17,Fri Dec 23 2016,SAC,109,MIN,105,N/A
16/17,Sat Mar 18 2017,HOU,109,DEN,105,N/A
16/17,Sun Apr 2 2017,DAL,109,MIL,105,N/A
15/16,Sat Nov 7 2015,HOU,109,LAC,105,N/A
15/16,Wed Mar 30 2016,DEN,109,MEM,105,N/A
13/14,Fri Dec 6 2013,MIL,109,WAS,105,OT
17/18,Sat Nov 25 2017,POR,108,WAS,105,N/A
17/18,Sun Mar 25 2018,POR,108,OKC,105,N/A
15/16,Sat Dec 5 2015,DEN,108,PHI,105,N/A
15/16,Sat Jan 30 2016,GSW,108,PHI,105,N/A
16/17,Sat Jan 21 2017,PHX,107,NYK,105,N/A
14/15,Wed Dec 3 2014,DAL,107,MIL,105,N/A
12/13,Wed Jan 16 2013,CHI,107,TOR,105,OT
17/18,Sat Jan 20 2018,MIA,106,CHO,105,N/A
16/17,Sun Apr 9 2017,OKC,106,DEN,105,N/A
15/16,Sat Apr 9 2016,MIN,106,POR,105,N/A
15/16,Thu Dec 3 2015,DEN,106,TOR,105,N/A
14/15,Sat Nov 1 2014,CHI,106,MIN,105,N/A
15/16,Fri Mar 4 2016,NYK,104,BOS,105,N/A
15/16,Mon Feb 8 2016,DEN,104,BRK,105,N/A
16/17,Wed Dec 28 2016,MIN,103,DEN,105,N/A
16/17,Wed Nov 16 2016,HOU,103,OKC,105,N/A
15/16,Sat Jan 30 2016,BRK,103,NOP,105,N/A
14/15,Sun Mar 1 2015,CLE,103,HOU,105,OT
14/15,Wed Apr 8 2015,CHI,103,ORL,105,N/A
13/14,Fri Dec 27 2013,LAL,103,UTA,105,N/A
13/14,Fri Mar 28 2014,BOS,103,TOR,105,N/A
13/14,Sun Nov 3 2013,ATL,103,LAL,105,N/A
13/14,Wed Dec 25 2013,LAC,103,GSW,105,N/A
12/13,Fri Mar 1 2013,OKC,103,DEN,105,N/A
12/13,Mon Nov 26 2012,DEN,103,UTA,105,N/A
12/13,Sat Feb 23 2013,HOU,103,WAS,105,N/A
12/13,Wed Nov 7 2012,DET,103,SAC,105,N/A
17/18,Fri Dec 8 2017,BOS,102,SAS,105,N/A
17/18,Tue Jan 16 2018,DAL,102,DEN,105,N/A
17/18,Wed Jan 10 2018,NOP,102,MEM,105,N/A
16/17,Fri Mar 3 2017,NYK,102,PHI,105,N/A
16/17,Mon Jan 23 2017,GSW,102,MIA,105,N/A
16/17,Mon Oct 31 2016,DEN,102,TOR,105,N/A
16/17,Wed Nov 16 2016,DET,102,NYK,105,N/A
15/16,Sat Apr 9 2016,CLE,102,CHI,105,N/A
13/14,Sun Mar 23 2014,WAS,102,DEN,105,N/A
12/13,Sat Nov 3 2012,CLE,102,MIL,105,N/A
17/18,Mon Feb 12 2018,ORL,101,CHI,105,N/A
17/18,Mon Jan 22 2018,PHI,101,MEM,105,N/A
17/18,Wed Jan 31 2018,MEM,101,IND,105,N/A
15/16,Mon Dec 14 2015,NOP,101,POR,105,N/A
14/15,Tue Dec 9 2014,TOR,101,CLE,105,N/A
14/15,Wed Oct 29 2014,MIN,101,MEM,105,N/A
12/13,Tue Dec 4 2012,MIA,101,WAS,105,N/A
17/18,Fri Dec 1 2017,CHO,100,MIA,105,N/A
17/18,Mon Jan 29 2018,MIN,100,ATL,105,N/A
17/18,Wed Apr 4 2018,DAL,100,ORL,105,N/A
16/17,Mon Nov 28 2016,ATL,100,GSW,105,N/A
16/17,Sat Dec 10 2016,MIA,100,CHI,105,N/A
15/16,Sun Mar 20 2016,ORL,100,TOR,105,N/A
15/16,Tue Dec 8 2015,POR,100,CLE,105,N/A
15/16,Wed Dec 9 2015,CHI,100,BOS,105,N/A
14/15,Tue Apr 7 2015,LAL,100,LAC,105,N/A
14/15,Tue Apr 7 2015,CHO,100,MIA,105,N/A
14/15,Wed Mar 11 2015,HOU,100,POR,105,N/A
14/15,Wed Mar 18 2015,MIN,100,TOR,105,N/A
13/14,Wed Apr 16 2014,HOU,100,NOP,105,N/A
13/14,Wed Feb 12 2014,PHI,100,UTA,105,N/A
13/14,Wed Feb 5 2014,ATL,100,NOP,105,N/A
12/13,Thu Nov 29 2012,SAS,100,MIA,105,N/A
12/13,Wed Feb 20 2013,NOH,100,CLE,105,N/A
12/13,Wed Jan 16 2013,HOU,100,DAL,105,N/A
17/18,Fri Mar 23 2018,MIA,99,OKC,105,N/A
17/18,Sat Mar 24 2018,PHX,99,ORL,105,N/A
17/18,Wed Jan 17 2018,NYK,99,MEM,105,N/A
16/17,Fri Mar 10 2017,TOR,99,ATL,105,N/A
16/17,Sat Oct 29 2016,ORL,99,CLE,105,N/A
16/17,Sun Feb 12 2017,NOP,99,SAC,105,N/A
16/17,Sun Feb 5 2017,POR,99,OKC,105,N/A
16/17,Sun Mar 19 2017,BOS,99,PHI,105,N/A
16/17,Thu Oct 27 2016,BOS,99,CHI,105,N/A
14/15,Fri Jan 30 2015,POR,99,ATL,105,N/A
12/13,Sat Feb 2 2013,UTA,99,POR,105,N/A
12/13,Wed Feb 6 2013,POR,99,DAL,105,N/A
17/18,Sat Dec 9 2017,PHI,98,CLE,105,N/A
17/18,Tue Mar 27 2018,MIL,98,LAC,105,N/A
16/17,Fri Dec 30 2016,DET,98,ATL,105,N/A
16/17,Sat Dec 3 2016,DEN,98,UTA,105,N/A
16/17,Sat Feb 4 2017,CHO,98,UTA,105,N/A
16/17,Thu Apr 6 2017,MIN,98,POR,105,N/A
16/17,Wed Jan 25 2017,LAL,98,POR,105,N/A
14/15,Tue Dec 16 2014,GSW,98,MEM,105,N/A
14/15,Tue Feb 3 2015,DEN,98,PHI,105,N/A
14/15,Wed Mar 11 2015,DET,98,GSW,105,N/A
13/14,Mon Mar 10 2014,DEN,98,CHA,105,N/A
13/14,Mon Mar 10 2014,ORL,98,MIL,105,N/A
13/14,Sat Feb 22 2014,BOS,98,SAC,105,N/A
13/14,Sun Mar 30 2014,MEM,98,POR,105,N/A
13/14,Wed Nov 20 2013,UTA,98,NOP,105,N/A
12/13,Wed Apr 17 2013,CLE,98,CHA,105,N/A
15/16,Wed Mar 30 2016,ATL,97,TOR,105,N/A
14/15,Mon Mar 16 2015,POR,97,WAS,105,N/A
13/14,Tue Jan 21 2014,POR,97,OKC,105,N/A
13/14,Wed Apr 9 2014,BOS,97,ATL,105,N/A
12/13,Fri Dec 28 2012,ORL,97,WAS,105,N/A
12/13,Wed Mar 13 2013,DET,97,GSW,105,N/A
17/18,Fri Mar 30 2018,LAC,96,POR,105,N/A
17/18,Fri Nov 3 2017,MIL,96,DET,105,N/A
17/18,Mon Jan 29 2018,CHO,96,IND,105,N/A
17/18,Sat Mar 3 2018,DET,96,MIA,105,N/A
16/17,Fri Mar 10 2017,BRK,96,DAL,105,N/A
16/17,Wed Jan 11 2017,ORL,96,LAC,105,N/A
15/16,Mon Feb 1 2016,CHI,96,UTA,105,OT
14/15,Wed Dec 3 2014,MEM,96,HOU,105,N/A
14/15,Wed Feb 4 2015,WAS,96,ATL,105,N/A
13/14,Tue Apr 1 2014,HOU,96,BRK,105,N/A
12/13,Sat Apr 6 2013,CHA,96,BRK,105,N/A
12/13,Sun Jan 27 2013,OKC,96,LAL,105,N/A
15/16,Mon Feb 29 2016,BRK,95,LAC,105,N/A
14/15,Tue Mar 17 2015,MEM,95,DET,105,N/A
14/15,Tue Mar 31 2015,ATL,95,DET,105,N/A
13/14,Sat Feb 1 2014,CHA,95,PHX,105,N/A
13/14,Sat Mar 22 2014,MIA,95,NOP,105,N/A
13/14,Tue Nov 12 2013,WAS,95,DAL,105,N/A
12/13,Fri Jan 18 2013,HOU,95,IND,105,N/A
12/13,Fri Nov 16 2012,NYK,95,MEM,105,N/A
16/17,Tue Feb 14 2017,TOR,94,CHI,105,N/A
15/16,Wed Mar 30 2016,PHX,94,MIL,105,N/A
14/15,Thu Feb 5 2015,LAC,94,CLE,105,N/A
13/14,Sun Mar 9 2014,IND,94,DAL,105,N/A
13/14,Wed Nov 27 2013,PHI,94,ORL,105,N/A
12/13,Fri Nov 9 2012,DET,94,OKC,105,N/A
15/16,Fri Jan 29 2016,LAL,93,LAC,105,N/A
15/16,Mon Mar 28 2016,SAC,93,POR,105,N/A
14/15,Wed Dec 10 2014,HOU,93,GSW,105,N/A
13/14,Fri Mar 14 2014,MIN,93,CHA,105,N/A
12/13,Mon Mar 11 2013,OKC,93,SAS,105,N/A
12/13,Sat Apr 13 2013,PHX,93,MIN,105,N/A
12/13,Sun Apr 14 2013,CHI,93,MIA,105,N/A
12/13,Wed Apr 17 2013,ORL,93,MIA,105,N/A
14/15,Tue Feb 24 2015,IND,92,OKC,105,N/A
16/17,Sat Feb 4 2017,NOP,91,WAS,105,N/A
16/17,Sun Nov 20 2016,UTA,91,DEN,105,N/A
15/16,Fri Apr 1 2016,BRK,91,NYK,105,N/A
15/16,Fri Mar 18 2016,BOS,91,TOR,105,N/A
14/15,Sun Dec 21 2014,MEM,91,CLE,105,N/A
13/14,Sat Dec 28 2013,BRK,91,IND,105,N/A
13/14,Thu Nov 21 2013,LAC,91,OKC,105,N/A
13/14,Wed Dec 18 2013,MEM,91,DAL,105,N/A
12/13,Sun Mar 10 2013,IND,91,MIA,105,N/A
17/18,Thu Mar 22 2018,ATL,90,SAC,105,N/A
16/17,Mon Mar 20 2017,ATL,90,CHO,105,N/A
15/16,Sun Mar 27 2016,DEN,90,LAC,105,N/A
13/14,Sun Feb 23 2014,ORL,90,TOR,105,N/A
12/13,Thu Mar 14 2013,NYK,90,POR,105,N/A
12/13,Tue Jan 22 2013,ORL,90,DET,105,N/A
14/15,Wed Dec 17 2014,BRK,89,TOR,105,N/A
14/15,Wed Feb 11 2015,MEM,89,OKC,105,N/A
13/14,Fri Dec 27 2013,DEN,89,NOP,105,N/A
13/14,Wed Feb 12 2014,CHA,89,BRK,105,N/A
12/13,Sat Dec 22 2012,UTA,89,MIA,105,N/A
12/13,Tue Apr 9 2013,MIN,89,GSW,105,N/A
16/17,Tue Nov 29 2016,LAL,88,NOP,105,N/A
13/14,Fri Dec 6 2013,PHI,88,CHA,105,N/A
12/13,Sat Mar 16 2013,CHA,88,BOS,105,N/A
12/13,Sun Feb 10 2013,MIN,88,MEM,105,N/A
15/16,Sun Jan 31 2016,ATL,87,MIA,105,N/A
14/15,Fri Nov 21 2014,CHI,87,POR,105,N/A
16/17,Sat Feb 25 2017,ATL,86,ORL,105,N/A
15/16,Thu Feb 18 2016,SAS,86,LAC,105,N/A
12/13,Sun Nov 4 2012,MIN,86,TOR,105,N/A
17/18,Thu Oct 19 2017,NYK,84,OKC,105,N/A
16/17,Sat Feb 4 2017,DET,84,IND,105,N/A
13/14,Sat Nov 2 2013,CHA,84,NOP,105,N/A
16/17,Tue Jan 31 2017,SAC,83,HOU,105,N/A
14/15,Mon Jan 5 2015,NYK,83,MEM,105,N/A
13/14,Fri Dec 6 2013,GSW,83,HOU,105,N/A
14/15,Wed Mar 4 2015,NYK,82,IND,105,N/A
15/16,Sat Nov 14 2015,DEN,81,PHX,105,N/A
14/15,Mon Jan 19 2015,MIN,80,CHO,105,N/A
14/15,Wed Dec 10 2014,BRK,80,CHI,105,N/A
14/15,Fri Nov 28 2014,NYK,78,OKC,105,N/A
15/16,Sat Dec 26 2015,CLE,76,POR,105,N/A
14/15,Sat Nov 29 2014,CHO,75,ATL,105,N/A
17/18,Sat Jan 27 2018,WAS,129,ATL,104,N/A
16/17,Tue Nov 1 2016,GSW,127,POR,104,N/A
16/17,Wed Nov 23 2016,LAC,124,DAL,104,N/A
17/18,Mon Feb 26 2018,LAL,123,ATL,104,N/A
14/15,Wed Dec 3 2014,TOR,123,UTA,104,N/A
16/17,Sat Nov 12 2016,BRK,122,PHX,104,N/A
16/17,Tue Mar 14 2017,OKC,122,BRK,104,N/A
17/18,Mon Dec 25 2017,MIN,121,LAL,104,N/A
13/14,Sat Feb 22 2014,MIN,121,UTA,104,N/A
17/18,Fri Feb 2 2018,GSW,119,SAC,104,N/A
17/18,Fri Nov 3 2017,HOU,119,ATL,104,N/A
17/18,Mon Jan 15 2018,NYK,119,BRK,104,N/A
13/14,Mon Apr 14 2014,LAL,119,UTA,104,N/A
15/16,Fri Jan 15 2016,WAS,118,IND,104,N/A
15/16,Wed Mar 9 2016,HOU,118,PHI,104,N/A
17/18,Wed Feb 28 2018,TOR,117,ORL,104,N/A
16/17,Fri Nov 25 2016,HOU,117,SAC,104,N/A
16/17,Fri Nov 4 2016,NYK,117,CHI,104,N/A
16/17,Sat Mar 11 2017,CLE,116,ORL,104,N/A
15/16,Fri Jan 15 2016,POR,116,BRK,104,N/A
15/16,Mon Jan 4 2016,SAC,116,OKC,104,N/A
15/16,Sun Dec 6 2015,DAL,116,WAS,104,N/A
14/15,Mon Mar 30 2015,BOS,116,CHO,104,N/A
16/17,Sun Mar 19 2017,POR,115,MIA,104,N/A
14/15,Mon Nov 24 2014,POR,114,PHI,104,N/A
13/14,Fri Jan 10 2014,DET,114,PHI,104,N/A
13/14,Mon Mar 31 2014,LAC,114,MIN,104,N/A
13/14,Wed Feb 26 2014,CLE,114,OKC,104,N/A
12/13,Tue Mar 19 2013,DEN,114,OKC,104,N/A
17/18,Sat Nov 4 2017,MEM,113,LAC,104,N/A
16/17,Mon Jan 16 2017,PHI,113,MIL,104,N/A
15/16,Tue Dec 1 2015,MEM,113,NOP,104,N/A
13/14,Thu Jan 2 2014,PHI,113,SAC,104,N/A
17/18,Wed Dec 20 2017,MIN,112,DEN,104,N/A
16/17,Mon Nov 28 2016,BOS,112,MIA,104,N/A
16/17,Sat Feb 11 2017,BOS,112,UTA,104,N/A
15/16,Wed Dec 30 2015,LAL,112,BOS,104,N/A
15/16,Wed Feb 10 2016,GSW,112,PHX,104,N/A
13/14,Sat Mar 15 2014,IND,112,DET,104,OT
13/14,Sat Nov 30 2013,UTA,112,PHX,104,N/A
12/13,Sat Jan 5 2013,HOU,112,CLE,104,N/A
12/13,Sat Mar 30 2013,IND,112,PHX,104,N/A
17/18,Sat Feb 10 2018,MIL,111,ORL,104,N/A
17/18,Sat Nov 11 2017,CLE,111,DAL,104,N/A
17/18,Sun Apr 1 2018,IND,111,LAC,104,N/A
17/18,Thu Dec 14 2017,NYK,111,BRK,104,N/A
17/18,Wed Mar 28 2018,BRK,111,ORL,104,N/A
16/17,Sat Feb 4 2017,CLE,111,NYK,104,N/A
16/17,Sun Mar 19 2017,DAL,111,BRK,104,N/A
15/16,Sat Dec 26 2015,PHI,111,PHX,104,N/A
15/16,Wed Oct 28 2015,LAC,111,SAC,104,N/A
13/14,Mon Dec 23 2013,DAL,111,HOU,104,N/A
13/14,Sun Dec 29 2013,PHI,111,LAL,104,N/A
13/14,Sun Mar 9 2014,TOR,111,MIN,104,N/A
12/13,Wed Apr 10 2013,DET,111,CLE,104,N/A
17/18,Thu Feb 8 2018,BOS,110,WAS,104,OT
15/16,Tue Jan 19 2016,OKC,110,DEN,104,N/A
13/14,Mon Mar 3 2014,MEM,110,WAS,104,N/A
12/13,Sat Jan 19 2013,MIL,110,POR,104,N/A
17/18,Mon Oct 23 2017,WAS,109,DEN,104,N/A
17/18,Sun Apr 1 2018,OKC,109,NOP,104,N/A
17/18,Wed Nov 29 2017,BRK,109,DAL,104,N/A
16/17,Mon Feb 13 2017,ATL,109,POR,104,OT
16/17,Mon Jan 23 2017,SAC,109,DET,104,N/A
16/17,Tue Feb 28 2017,CHO,109,LAL,104,N/A
15/16,Mon Mar 21 2016,GSW,109,MIN,104,N/A
15/16,Sat Dec 26 2015,LAC,109,UTA,104,N/A
14/15,Sat Nov 1 2014,DAL,109,NOP,104,N/A
17/18,Fri Mar 23 2018,MIN,108,NYK,104,N/A
17/18,Sun Feb 4 2018,LAL,108,OKC,104,N/A
16/17,Fri Feb 3 2017,DAL,108,POR,104,N/A
16/17,Sun Jan 15 2017,CHI,108,MEM,104,N/A
15/16,Wed Apr 6 2016,DET,108,ORL,104,N/A
15/16,Wed Dec 2 2015,LAL,108,WAS,104,N/A
14/15,Tue Jan 13 2015,DAL,108,SAC,104,OT
13/14,Sun Dec 29 2013,GSW,108,CLE,104,OT
12/13,Fri Dec 7 2012,CHI,108,DET,104,N/A
12/13,Sun Mar 3 2013,OKC,108,LAC,104,N/A
17/18,Thu Dec 7 2017,LAL,107,PHI,104,N/A
17/18,Tue Feb 27 2018,WAS,107,MIL,104,N/A
17/18,Wed Jan 10 2018,UTA,107,WAS,104,N/A
14/15,Sat Apr 11 2015,TOR,107,MIA,104,N/A
13/14,Fri Jan 17 2014,LAL,107,BOS,104,N/A
13/14,Sun Mar 23 2014,BRK,107,DAL,104,OT
17/18,Sat Feb 24 2018,POR,106,PHX,104,N/A
16/17,Wed Nov 30 2016,NYK,106,MIN,104,N/A
14/15,Mon Mar 23 2015,MIN,106,UTA,104,OT
12/13,Fri Jan 4 2013,CLE,106,CHA,104,N/A
17/18,Wed Oct 25 2017,HOU,105,PHI,104,N/A
16/17,Wed Jan 4 2017,MIL,105,NYK,104,N/A
14/15,Tue Jan 6 2015,DET,105,SAS,104,N/A
12/13,Mon Dec 3 2012,LAC,105,UTA,104,N/A
17/18,Fri Mar 30 2018,PHX,103,HOU,104,N/A
17/18,Thu Jan 18 2018,ORL,103,CLE,104,N/A
17/18,Tue Jan 2 2018,ATL,103,PHX,104,N/A
16/17,Thu Feb 16 2017,BOS,103,CHI,104,N/A
15/16,Wed Mar 23 2016,PHI,103,DEN,104,N/A
14/15,Tue Mar 3 2015,LAL,103,CHO,104,N/A
17/18,Sat Dec 9 2017,NYK,102,CHI,104,N/A
17/18,Thu Feb 1 2018,MEM,102,DET,104,N/A
17/18,Wed Feb 14 2018,MIA,102,PHI,104,N/A
14/15,Fri Feb 27 2015,MIA,102,NOP,104,N/A
13/14,Sun Mar 16 2014,SAC,102,MIN,104,N/A
12/13,Fri Mar 29 2013,LAC,102,SAS,104,N/A
12/13,Fri Nov 23 2012,SAC,102,UTA,104,N/A
17/18,Fri Dec 22 2017,NYK,101,DET,104,N/A
17/18,Fri Nov 17 2017,OKC,101,SAS,104,N/A
17/18,Mon Feb 5 2018,DAL,101,LAC,104,N/A
17/18,Mon Jan 22 2018,POR,101,DEN,104,N/A
17/18,Sat Dec 30 2017,CLE,101,UTA,104,N/A
16/17,Wed Jan 18 2017,MEM,101,WAS,104,N/A
15/16,Sat Jan 23 2016,DET,101,DEN,104,N/A
15/16,Sun Mar 27 2016,HOU,101,IND,104,N/A
15/16,Wed Dec 23 2015,HOU,101,ORL,104,N/A
15/16,Wed Nov 18 2015,MIN,101,ORL,104,OT
13/14,Sat Jan 25 2014,WAS,101,UTA,104,N/A
13/14,Wed Jan 22 2014,DET,101,MIL,104,N/A
12/13,Sun Nov 25 2012,PHX,101,PHI,104,N/A
12/13,Wed Mar 6 2013,UTA,101,CLE,104,N/A
17/18,Wed Dec 6 2017,DET,100,MIL,104,N/A
16/17,Fri Mar 3 2017,MEM,100,DAL,104,N/A
16/17,Wed Mar 22 2017,ATL,100,WAS,104,N/A
15/16,Thu Dec 17 2015,OKC,100,CLE,104,N/A
14/15,Mon Nov 24 2014,PHX,100,TOR,104,N/A
14/15,Tue Mar 17 2015,SAS,100,NYK,104,OT
14/15,Tue Nov 11 2014,ORL,100,TOR,104,N/A
14/15,Wed Feb 4 2015,DEN,100,BOS,104,N/A
13/14,Fri Nov 22 2013,CLE,100,NOP,104,N/A
13/14,Tue Feb 18 2014,ORL,100,MIL,104,N/A
13/14,Tue Nov 19 2013,MIN,100,WAS,104,N/A
15/16,Tue Mar 8 2016,BRK,99,TOR,104,N/A
15/16,Tue Nov 17 2015,CLE,99,DET,104,N/A
14/15,Sun Mar 29 2015,DAL,99,IND,104,N/A
13/14,Fri Jan 10 2014,PHX,99,MEM,104,N/A
13/14,Wed Mar 19 2014,CHA,99,BRK,104,N/A
12/13,Wed Jan 23 2013,OKC,99,GSW,104,N/A
12/13,Wed Jan 30 2013,NOH,99,UTA,104,N/A
17/18,Mon Feb 5 2018,CHI,98,SAC,104,N/A
17/18,Wed Feb 14 2018,ATL,98,DET,104,N/A
17/18,Wed Nov 22 2017,BOS,98,MIA,104,N/A
16/17,Wed Nov 9 2016,UTA,98,CHO,104,N/A
15/16,Sun Dec 13 2015,UTA,98,OKC,104,OT
15/16,Thu Nov 5 2015,OKC,98,CHI,104,N/A
15/16,Wed Mar 2 2016,SAC,98,MEM,104,N/A
14/15,Sun Feb 22 2015,GSW,98,IND,104,N/A
14/15,Wed Mar 11 2015,BRK,98,MIA,104,N/A
13/14,Fri Dec 13 2013,MEM,98,NOP,104,N/A
13/14,Mon Apr 14 2014,SAS,98,HOU,104,N/A
13/14,Sun Mar 2 2014,GSW,98,TOR,104,N/A
17/18,Sun Feb 11 2018,DAL,97,HOU,104,N/A
16/17,Mon Jan 30 2017,CLE,97,DAL,104,N/A
15/16,Fri Dec 18 2015,BRK,97,IND,104,N/A
15/16,Mon Dec 28 2015,TOR,97,CHI,104,N/A
15/16,Wed Apr 6 2016,NOP,97,BOS,104,N/A
14/15,Mon Feb 2 2015,ORL,97,OKC,104,N/A
14/15,Wed Dec 17 2014,MIL,97,POR,104,N/A
12/13,Fri Mar 22 2013,UTA,97,SAS,104,OT
12/13,Mon Dec 10 2012,DET,97,PHI,104,N/A
12/13,Mon Jan 14 2013,MIA,97,UTA,104,N/A
12/13,Sat Mar 2 2013,GSW,97,PHI,104,N/A
16/17,Mon Jan 30 2017,BRK,96,MIA,104,N/A
16/17,Sat Mar 18 2017,SAS,96,MEM,104,N/A
15/16,Thu Mar 10 2016,ATL,96,TOR,104,N/A
14/15,Fri Dec 12 2014,LAC,96,WAS,104,N/A
14/15,Sun Nov 9 2014,ORL,96,BRK,104,N/A
14/15,Tue Mar 3 2015,HOU,96,ATL,104,N/A
13/14,Tue Dec 10 2013,BOS,96,BRK,104,N/A
12/13,Mon Jan 21 2013,MIN,96,ATL,104,N/A
12/13,Tue Apr 9 2013,NOH,96,LAL,104,N/A
17/18,Wed Nov 29 2017,MEM,95,SAS,104,N/A
15/16,Thu Mar 24 2016,CLE,95,BRK,104,N/A
13/14,Fri Jan 10 2014,MIA,95,BRK,104,2OT
12/13,Fri Dec 7 2012,WAS,95,ATL,104,N/A
12/13,Mon Apr 15 2013,SAC,95,OKC,104,N/A
17/18,Mon Dec 4 2017,ORL,94,CHO,104,N/A
17/18,Sat Mar 10 2018,SAS,94,OKC,104,N/A
16/17,Sun Nov 20 2016,ATL,94,NYK,104,N/A
15/16,Fri Jan 1 2016,CHO,94,TOR,104,N/A
15/16,Mon Dec 14 2015,PHX,94,DAL,104,N/A
15/16,Sat Mar 5 2016,SAC,94,SAS,104,N/A
15/16,Wed Mar 2 2016,UTA,94,TOR,104,N/A
15/16,Wed Oct 28 2015,CHO,94,MIA,104,N/A
13/14,Mon Dec 23 2013,UTA,94,MEM,104,N/A
13/14,Sat Nov 9 2013,ORL,94,ATL,104,N/A
12/13,Fri Mar 22 2013,BOS,94,DAL,104,N/A
12/13,Fri Nov 9 2012,DAL,94,NYK,104,N/A
12/13,Wed Dec 5 2012,MIN,94,BOS,104,N/A
17/18,Mon Oct 23 2017,ATL,93,MIA,104,N/A
16/17,Wed Mar 8 2017,NYK,93,MIL,104,N/A
14/15,Tue Dec 9 2014,NYK,93,NOP,104,N/A
13/14,Fri Dec 27 2013,MIL,93,BRK,104,N/A
13/14,Tue Dec 17 2013,NOP,93,GSW,104,N/A
13/14,Wed Nov 20 2013,BOS,93,SAS,104,N/A
12/13,Sat Nov 24 2012,LAC,93,ATL,104,N/A
12/13,Sun Dec 9 2012,IND,93,OKC,104,N/A
12/13,Wed Mar 20 2013,GSW,93,SAS,104,N/A
17/18,Fri Nov 24 2017,MEM,92,DEN,104,N/A
16/17,Fri Dec 30 2016,NYK,92,NOP,104,N/A
15/16,Fri Nov 27 2015,CHI,92,IND,104,N/A
12/13,Fri Jan 11 2013,MIN,92,NOH,104,N/A
12/13,Wed Jan 2 2013,NOH,92,HOU,104,N/A
13/14,Fri Dec 20 2013,MIN,91,LAL,104,N/A
13/14,Fri Nov 8 2013,SAC,91,POR,104,N/A
13/14,Sat Apr 12 2014,MIL,91,WAS,104,N/A
13/14,Wed Feb 19 2014,IND,91,MIN,104,N/A
13/14,Wed Mar 5 2014,UTA,91,WAS,104,N/A
13/14,Wed Oct 30 2013,POR,91,PHX,104,N/A
17/18,Mon Jan 22 2018,UTA,90,ATL,104,N/A
16/17,Mon Dec 26 2016,ATL,90,MIN,104,N/A
15/16,Fri Nov 20 2015,SAS,90,NOP,104,N/A
15/16,Wed Jan 13 2016,MIA,90,LAC,104,N/A
14/15,Sat Nov 1 2014,BOS,90,HOU,104,N/A
