game_date,season,Visitor/Neutral,Home/Neutral,point_spread_visitor,point_spread_home,spread_odds_visitor,spread_odds_home,ml_odds_visitor,ml_odds_home,total,total_odds_visitor,total_odds_home
1/31/2014,13/14,GSW,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/2014,13/14,UTA,MIN,10.5,-10.5,-110,-110,#N/A,#N/A,206,-110,-110
1/13/2014,13/14,DEN,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/2014,13/14,CLE,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/30/2013,13/14,CHA,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/2013,13/14,UTA,LAC,15,-15,-110,-110,#N/A,#N/A,202,-115,-105
12/23/2013,13/14,UTA,MEM,6,-6,-105,-115,#N/A,#N/A,186,-105,-115
12/18/2013,13/14,UTA,ORL,3,-3,-110,-110,#N/A,#N/A,194,-110,-110
11/24/2013,13/14,UTA,OKC,13,-13,-105,-115,#N/A,#N/A,197,-105,-115
11/15/2013,13/14,SAS,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/13/2013,13/14,NOP,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/6/2013,13/14,UTA,BOS,4.5,-4.5,-105,-115,165,-190,185,-115,-105
11/1/2013,13/14,UTA,PHX,3,-3,-110,-110,#N/A,#N/A,196,-105,-115
4/14/2014,13/14,MEM,PHX,4,-4,-115,-105,155,-175,194,-115,-105
3/30/2014,13/14,MEM,POR,2.5,-2.5,-110,-110,#N/A,#N/A,189,-110,-110
3/26/2014,13/14,MEM,UTA,-8.5,8.5,-110,-110,#N/A,#N/A,183,-110,-110
3/14/2014,13/14,MEM,TOR,1,-1,-115,-105,#N/A,#N/A,187,-110,-110
3/5/2014,13/14,MEM,BKN,0,0,-110,-110,#N/A,#N/A,187,-115,-105
2/22/2014,13/14,MEM,CHA,-3,3,-110,-110,-155,135,181,-105,-115
2/5/2014,13/14,DAL,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/2014,13/14,MEM,OKC,8,-8,-110,-110,#N/A,#N/A,187,-105,-115
1/25/2014,13/14,HOU,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/14/2014,13/14,OKC,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/12/2014,13/14,ATL,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/2014,13/14,PHX,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/2014,13/14,MEM,DEN,4.5,-4.5,-110,-110,#N/A,#N/A,192,-115,-105
12/30/2013,13/14,CHI,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/23/2013,13/14,UTA,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/2013,13/14,MEM,NOP,2.5,-2.5,-110,-110,#N/A,#N/A,192,-110,-110
11/15/2013,13/14,MEM,LAL,-3,3,-110,-110,-150,130,197,-115,-105
11/13/2013,13/14,TOR,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/2014,13/14,CHA,ORL,-4.5,4.5,-110,-110,-200,170,191,-110,-110
3/16/2014,13/14,CHA,MIL,-6.5,6.5,-105,-115,#N/A,#N/A,196,-105,-115
3/10/2014,13/14,DEN,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/7/2014,13/14,CLE,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2014,13/14,MEM,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2014,13/14,NOP,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2014,13/14,CHA,PHX,9,-9,-110,-110,#N/A,#N/A,205,-105,-115
1/25/2014,13/14,CHI,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/22/2014,13/14,LAC,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/2014,13/14,CHA,ORL,-1.5,1.5,-110,-110,#N/A,#N/A,189,-110,-110
1/11/2014,13/14,CHA,CHI,4,-4,-110,-110,#N/A,#N/A,177,-105,-115
1/1/2014,13/14,CHA,LAC,10.5,-10.5,-110,-110,#N/A,#N/A,193,-115,-105
12/30/2013,13/14,CHA,UTA,2.5,-2.5,-110,-110,#N/A,#N/A,189,-105,-115
12/27/2013,13/14,OKC,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/14/2013,13/14,LAL,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/6/2013,13/14,TOR,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/5/2013,13/14,CHA,NYK,9.5,-9.5,-105,-115,#N/A,#N/A,185,-110,-110
4/16/2014,13/14,DET,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/8/2014,13/14,OKC,SAC,-10,10,-105,-115,#N/A,#N/A,201,-110,-110
3/28/2014,13/14,SAC,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/9/2014,13/14,OKC,LAL,-13,13,-105,-115,#N/A,#N/A,229,-105,-115
3/6/2014,13/14,OKC,PHX,-6.5,6.5,-115,-105,-255,215,217,-115,-105
2/26/2014,13/14,CLE,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/23/2014,13/14,LAC,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/20/2014,13/14,MIA,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/2014,13/14,MEM,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/29/2014,13/14,OKC,MIA,4.5,-4.5,-115,-105,#N/A,#N/A,203,-120,100
1/24/2014,13/14,OKC,BOS,-3,3,-110,-110,#N/A,#N/A,192,-110,-110
1/14/2014,13/14,OKC,MEM,1,-1,-110,-110,#N/A,#N/A,196,-110,-110
12/27/2013,13/14,OKC,CHA,-7.5,7.5,-105,-115,-350,275,195,-115,-105
12/21/2013,13/14,OKC,SAS,3,-3,-115,-105,#N/A,#N/A,208,-110,-110
12/15/2013,13/14,ORL,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2013,13/14,IND,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/24/2013,13/14,UTA,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/14/2013,13/14,OKC,GSW,5,-5,-115,-105,#N/A,#N/A,208,-115,-105
11/10/2013,13/14,WAS,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/13/2014,13/14,TOR,DET,-7.5,7.5,-105,-115,#N/A,#N/A,206,-110,-110
4/9/2014,13/14,PHI,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/5/2014,13/14,TOR,MIL,-7,7,-105,-115,#N/A,#N/A,196,-105,-115
3/23/2014,13/14,ATL,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/2014,13/14,MEM,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/9/2014,13/14,TOR,MIN,5,-5,-105,-115,#N/A,#N/A,209,-105,-115
2/27/2014,13/14,WAS,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/25/2014,13/14,TOR,CLE,-4.5,4.5,-105,-115,-175,155,193,-115,-105
1/29/2014,13/14,ORL,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/27/2014,13/14,TOR,BKN,4,-4,-105,-115,#N/A,#N/A,190,-115,-105
1/19/2014,13/14,LAL,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/1/2014,13/14,IND,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/27/2013,13/14,TOR,NYK,-3.5,3.5,-105,-115,-155,135,193,-115,-105
12/20/2013,13/14,TOR,DAL,7,-7,-110,-110,#N/A,#N/A,204,-105,-115
12/8/2013,13/14,TOR,LAL,7,-7,-110,-110,#N/A,#N/A,204,-110,-110
12/1/2013,13/14,DEN,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/17/2013,13/14,POR,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/13/2013,13/14,TOR,MEM,6.5,-6.5,-115,-105,#N/A,#N/A,186,-115,-105
11/6/2013,13/14,TOR,CHA,-2.5,2.5,-110,-110,#N/A,#N/A,187,-110,-110
11/2/2013,13/14,TOR,MIL,-1,1,-115,-105,#N/A,#N/A,190,-115,-105
,13/14,BOS,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/16/2014,13/14,IND,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/2014,13/14,CHA,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/25/2014,13/14,POR,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/29/2014,13/14,ORL,TOR,9.5,-9.5,-110,-110,#N/A,#N/A,195,-105,-115
1/17/2014,13/14,CHA,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/13/2014,13/14,ORL,DAL,12.5,-12.5,-110,-110,#N/A,#N/A,198,-105,-115
1/4/2014,13/14,MIA,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/18/2013,13/14,UTA,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2013,13/14,ORL,HOU,13.5,-13.5,-110,-110,#N/A,#N/A,210,-110,-110
12/3/2013,13/14,ORL,PHI,4,-4,-110,-110,#N/A,#N/A,206,-110,-110
4/16/2014,13/14,IND,ORL,4,-4,-110,-110,#N/A,#N/A,187,-110,-110
3/19/2014,13/14,IND,NYK,-2,2,-110,-110,#N/A,#N/A,192,-110,-110
2/12/2014,13/14,DAL,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2014,13/14,BKN,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/25/2014,13/14,IND,DEN,-2.5,2.5,-110,-110,#N/A,#N/A,203,-110,-110
1/1/2014,13/14,IND,TOR,-5.5,5.5,-115,-105,-235,195,190,-105,-115
12/8/2013,13/14,IND,OKC,5,-5,-110,-110,#N/A,#N/A,195,-110,-110
12/2/2013,13/14,IND,POR,-1.5,1.5,-105,-115,#N/A,#N/A,192,-115,-105
11/23/2013,13/14,PHI,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/22/2013,13/14,IND,BOS,-8,8,-110,-110,-360,280,186,-110,-110
11/9/2013,13/14,IND,BKN,-1,1,-110,-110,#N/A,#N/A,187,-115,-105
11/6/2013,13/14,CHI,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/2/2013,13/14,CLE,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/8/2014,13/14,BKN,MIA,7,-7,-110,-110,#N/A,#N/A,192,-115,-105
3/30/2014,13/14,MIN,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2014,13/14,BKN,NOP,1,-1,-110,-110,#N/A,#N/A,199,-110,-110
3/23/2014,13/14,BKN,DAL,5,-5,-110,-110,#N/A,#N/A,204,-110,-110
3/7/2014,13/14,BKN,BOS,-5.5,5.5,-105,-115,-230,190,200,-110,-110
3/5/2014,13/14,MEM,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/2014,13/14,BKN,DEN,-2.5,2.5,-110,-110,#N/A,#N/A,201,-110,-110
2/23/2014,13/14,BKN,LAL,-3,3,-115,-105,#N/A,#N/A,208,-110,-110
2/22/2014,13/14,BKN,GSW,5,-5,-110,-110,175,-210,201,-115,-105
2/13/2014,13/14,BKN,CHI,3.5,-3.5,-105,-115,140,-160,185,-105,-115
2/1/2014,13/14,BKN,IND,11.5,-11.5,-105,-115,#N/A,#N/A,190,-115,-105
1/27/2014,13/14,TOR,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2014,13/14,DAL,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/20/2014,13/14,BKN,NYK,-2,2,-105,-115,#N/A,#N/A,193,-115,-105
1/16/2014,13/14,BKN,ATL,1,-1,-105,-115,#N/A,#N/A,195,-105,-115
1/6/2014,13/14,ATL,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/2013,13/14,CHI,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/18/2013,13/14,WAS,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/2013,13/14,BKN,DET,5.5,-5.5,-110,-110,195,-235,198,-115,-105
12/10/2013,13/14,BOS,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/3/2013,13/14,DEN,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/18/2013,13/14,POR,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/2013,13/14,IND,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/31/2014,13/14,NYK,UTA,-3.5,3.5,-110,-110,#N/A,#N/A,194,-105,-115
3/23/2014,13/14,CLE,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/2014,13/14,IND,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/12/2014,13/14,NYK,BOS,-4,4,-115,-105,#N/A,#N/A,200,-110,-110
3/8/2014,13/14,NYK,CLE,0,0,-110,-110,#N/A,#N/A,202,-115,-105
3/5/2014,13/14,NYK,MIN,8.5,-8.5,-105,-115,#N/A,#N/A,212,-110,-110
2/5/2014,13/14,POR,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/2014,13/14,NYK,MIL,-8.5,8.5,-110,-110,-400,300,195,-110,-110
1/20/2014,13/14,BKN,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/5/2014,13/14,NYK,DAL,7,-7,-110,-110,#N/A,#N/A,202,-115,-105
1/2/2014,13/14,NYK,SAS,12,-12,-110,-110,#N/A,#N/A,202,-115,-105
12/27/2013,13/14,TOR,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/2013,13/14,NYK,BOS,3,-3,-110,-110,#N/A,#N/A,190,-110,-110
12/10/2013,13/14,NYK,CLE,2.5,-2.5,-110,-110,#N/A,#N/A,190,-115,-105
12/1/2013,13/14,NOP,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/2013,13/14,NYK,DEN,8.5,-8.5,-115,-105,#N/A,#N/A,202,-115,-105
11/16/2013,13/14,ATL,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/5/2013,13/14,CHA,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/30/2014,13/14,MEM,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/25/2014,13/14,POR,ORL,-6.5,6.5,-105,-115,#N/A,#N/A,204,-105,-115
3/24/2014,13/14,POR,MIA,6.5,-6.5,-105,-115,#N/A,#N/A,208,-115,-105
3/20/2014,13/14,WAS,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/16/2014,13/14,GSW,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/3/2014,13/14,LAL,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2014,13/14,UTA,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/8/2014,13/14,POR,MIN,-4,4,-115,-105,#N/A,#N/A,205,-110,-110
2/5/2014,13/14,POR,NYK,-3,3,-115,-105,-150,130,206,-115,-105
2/3/2014,13/14,POR,WAS,-1.5,1.5,-110,-110,#N/A,#N/A,209,-105,-115
12/30/2013,13/14,POR,NOP,-2.5,2.5,-110,-110,#N/A,#N/A,211,-105,-115
12/21/2013,13/14,NOP,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/7/2013,13/14,DAL,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/2/2013,13/14,IND,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/1/2013,13/14,POR,LAL,-4,4,-110,-110,#N/A,#N/A,207,-110,-115
11/20/2013,13/14,POR,MIL,-5.5,5.5,-115,-105,#N/A,#N/A,195,-110,-110
11/18/2013,13/14,POR,BKN,1.5,-1.5,-110,-110,#N/A,#N/A,196,-115,-105
11/17/2013,13/14,POR,TOR,1.5,-1.5,-105,-115,#N/A,#N/A,193,-115,-105
11/15/2013,13/14,POR,BOS,-2,2,-110,-110,#N/A,#N/A,194,-115,-105
4/8/2014,13/14,OKC,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/2014,13/14,SAC,OKC,13,-13,-110,-110,#N/A,#N/A,207,-115,-105
3/18/2014,13/14,WAS,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/2014,13/14,SAC,CHI,8.5,-8.5,-115,-105,#N/A,#N/A,189,-115,-105
2/25/2014,13/14,HOU,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2014,13/14,BOS,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/19/2014,13/14,GSW,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/11/2014,13/14,SAC,CLE,-1,1,-110,-110,#N/A,#N/A,205,-115,-105
2/3/2014,13/14,CHI,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2014,13/14,SAC,SAS,10,-10,-105,-115,#N/A,#N/A,206,-110,-110
1/26/2014,13/14,DEN,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/15/2014,13/14,SAC,MIN,9.5,-9.5,-110,-110,375,-550,218,-110,-110
12/27/2013,13/14,MIA,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/2013,13/14,DET,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/2013,13/14,LAC,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2014,13/14,PHI,SAS,20,-20,-115,-105,#N/A,#N/A,210,-110,-110
3/8/2014,13/14,UTA,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2014,13/14,DAL,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2014,13/14,PHI,DET,10,-10,-110,-110,#N/A,#N/A,215,-105,-115
1/29/2014,13/14,PHI,BOS,4,-4,-110,-110,#N/A,#N/A,203,-115,-105
1/10/2014,13/14,DET,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/1/2014,13/14,PHI,DEN,9,-9,-110,-110,#N/A,#N/A,213,-110,-110
12/21/2013,13/14,PHI,MIL,2.5,-2.5,-110,-110,#N/A,#N/A,203,-115,-105
12/9/2013,13/14,LAC,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/3/2013,13/14,ORL,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/2013,13/14,PHI,IND,14.5,-14.5,-105,-115,#N/A,#N/A,195,-105,-115
11/18/2013,13/14,PHI,DAL,11.5,-11.5,-110,-110,#N/A,#N/A,215,-115,-105
11/15/2013,13/14,PHI,ATL,8.5,-8.5,-110,-110,#N/A,#N/A,208,-110,-110
11/13/2013,13/14,HOU,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/11/2013,13/14,SAS,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/8/2013,13/14,CLE,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/2013,13/14,PHI,WAS,9,-9,-115,-105,#N/A,#N/A,201,-115,-105
,13/14,MIA,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/14/2014,13/14,MEM,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2014,13/14,PHX,NOP,-9,9,-110,-110,#N/A,#N/A,208,-105,-115
3/26/2014,13/14,PHX,WAS,-2,2,-110,-110,#N/A,#N/A,209,-115,-105
3/24/2014,13/14,PHX,ATL,-3.5,3.5,-105,-115,#N/A,#N/A,212,-110,-110
3/21/2014,13/14,DET,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/8/2014,13/14,GSW,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2014,13/14,CHA,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/15/2014,13/14,LAL,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/10/2014,13/14,PHX,MEM,3,-3,-105,-115,#N/A,#N/A,195,-110,-110
1/4/2014,13/14,MIL,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/30/2013,13/14,PHX,LAC,7.5,-7.5,-105,-115,#N/A,#N/A,209,-115,-105
12/10/2013,13/14,PHX,LAL,3.5,-3.5,-110,-110,#N/A,#N/A,207,-115,-105
11/3/2013,13/14,PHX,OKC,13,-13,-115,-105,#N/A,#N/A,198,-115,-105
11/1/2013,13/14,UTA,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/14/2014,13/14,SAS,HOU,5.5,-5.5,-110,-110,#N/A,#N/A,211,-115,-105
4/6/2014,13/14,MEM,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2014,13/14,GSW,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2014,13/14,PHI,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/12/2014,13/14,SAS,BOS,-4,4,-115,-105,#N/A,#N/A,193,-110,-110
2/1/2014,13/14,SAC,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/19/2014,13/14,MIL,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/2014,13/14,NYK,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/25/2013,13/14,HOU,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/21/2013,13/14,OKC,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/16/2013,13/14,SAS,LAC,-3.5,3.5,-110,-110,#N/A,#N/A,204,-115,-105
12/2/2013,13/14,ATL,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/2013,13/14,SAS,UTA,-10.5,10.5,-105,-115,#N/A,#N/A,193,-110,-110
11/13/2013,13/14,WAS,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/11/2013,13/14,SAS,PHI,-7,7,-105,-115,#N/A,#N/A,204,-115,-105
4/16/2014,13/14,UTA,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/4/2014,13/14,MIN,MIA,8.5,-8.5,-115,-105,320,-440,202,-105,-115
3/30/2014,13/14,MIN,BKN,4,-4,-110,-110,#N/A,#N/A,211,-110,-110
1/27/2014,13/14,MIN,CHI,-5,5,-105,-115,#N/A,#N/A,197,-110,-110
1/15/2014,13/14,SAC,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/2013,13/14,MIN,LAL,-6.5,6.5,-110,-110,#N/A,#N/A,210,-115,-105
11/23/2013,13/14,MIN,HOU,6,-6,-110,-110,#N/A,#N/A,213,-110,-110
11/16/2013,13/14,BOS,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/6/2013,13/14,GSW,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/4/2014,13/14,DAL,LAL,-8.5,8.5,-115,-105,-420,310,223,-105,-115
4/3/2014,13/14,DAL,LAC,4,-4,-105,-115,#N/A,#N/A,213,-110,-110
3/23/2014,13/14,BKN,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/21/2014,13/14,DEN,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/2014,13/14,DAL,PHI,-14,14,-110,-110,#N/A,#N/A,211,-115,-105
